customer_id,campaign_id,channel_type,touchpoint_id,interaction_timestamp,consumer_stage,session_duration_sec,clicks,impressions,engagement_score,sentiment_score,content_embedding_1,content_embedding_2,device_type,prior_purchase_count,customer_lifetime_value,marketing_cost,conversion_flag,conversion_value,attribution_weight,cross_channel_influence,perceived_value_score,roi,effectiveness_score
C319,CMP16,In-Store,TP1187,2024-04-15 22:18:00,Retention,987,9,80,0.24,-0.66,0.333,0.825,Tablet,3,2830.64,2.85,0,0.0,0.59,0.05,0.56,-1.0,0.81
C048,CMP08,Email,TP1188,2024-04-15 21:12:00,Retention,842,6,45,0.0,-0.82,0.536,0.181,Tablet,5,2679.88,9.1,0,0.0,0.76,0.91,0.65,-1.0,0.24
C061,CMP02,Email,TP1189,2024-03-21 00:58:00,Retention,753,4,154,0.91,-0.72,0.431,0.476,Tablet,1,2234.63,0.52,1,288.91,0.19,0.76,0.77,84.1,0.08
C337,CMP17,In-Store,TP1190,2024-03-19 00:03:00,Consideration,613,5,139,0.62,-0.46,0.709,0.949,Mobile,1,384.55,6.21,1,241.48,0.36,0.94,0.78,32.28,0.04
C026,CMP09,In-Store,TP1191,2024-06-14 02:26:00,Retention,599,7,180,0.44,-0.17,0.588,0.583,Tablet,6,4423.77,9.2,0,0.0,0.67,0.42,0.72,-1.0,0.95
C292,CMP12,Social,TP1192,2024-04-21 08:34:00,Awareness,249,3,153,0.73,0.73,0.785,0.103,Mobile,2,1653.27,5.33,1,385.67,0.12,0.03,0.21,41.15,0.21
C257,CMP03,In-Store,TP1193,2024-03-28 05:05:00,Awareness,816,5,31,0.33,-0.43,0.012,0.732,Tablet,2,3248.06,0.53,1,198.86,0.77,0.34,0.54,34.81,0.29
C008,CMP11,Mobile,TP1194,2024-04-24 11:22:00,Retention,557,10,85,0.95,0.83,0.688,0.043,Mobile,6,3076.42,2.58,0,0.0,0.13,0.52,0.29,-1.0,0.97
C113,CMP01,In-Store,TP1195,2024-06-05 15:23:00,Conversion,104,2,45,0.07,-0.07,0.319,0.742,Mobile,7,2963.99,9.26,1,366.28,0.32,0.94,0.78,94.37,0.66
C355,CMP13,Mobile,TP1196,2024-05-08 08:41:00,Retention,165,6,115,0.64,0.29,0.224,0.88,Tablet,6,2675.99,0.66,0,0.0,0.24,0.88,0.75,-1.0,0.49
C253,CMP15,In-Store,TP1197,2024-05-16 14:11:00,Awareness,103,1,67,0.78,-0.47,0.801,0.425,Desktop,2,989.06,4.25,1,171.91,0.06,0.59,0.23,75.25,0.44
C180,CMP05,Social,TP1198,2024-05-08 04:30:00,Awareness,283,7,76,0.47,-0.69,0.089,0.414,Tablet,2,1474.97,8.0,1,163.13,0.27,0.73,0.64,20.16,0.05
C207,CMP17,Mobile,TP1199,2024-05-31 17:43:00,Awareness,1071,6,40,0.75,0.74,0.228,0.304,Desktop,6,2668.52,8.46,0,0.0,0.91,0.95,0.06,-1.0,0.84
C303,CMP06,Web,TP1200,2024-03-27 02:25:00,Conversion,1051,7,174,0.93,-0.78,0.204,0.877,Mobile,2,3967.78,5.04,1,104.3,0.03,0.85,0.77,82.85,0.76
C127,CMP11,Mobile,TP1201,2024-06-29 06:48:00,Conversion,1096,1,182,0.74,0.55,0.42,0.548,Desktop,1,2216.75,2.71,1,136.66,0.02,0.66,0.78,47.73,0.09
C056,CMP18,Social,TP1202,2024-06-23 17:32:00,Conversion,79,2,41,0.31,0.16,0.322,0.579,Desktop,6,1099.22,6.2,0,0.0,0.7,0.54,0.35,-1.0,0.35
C214,CMP04,Mobile,TP1203,2024-05-28 23:30:00,Awareness,544,3,120,0.56,0.72,0.72,0.662,Mobile,2,530.93,3.01,1,103.8,0.37,0.48,0.81,78.94,0.89
C014,CMP03,In-Store,TP1204,2024-06-09 01:32:00,Consideration,773,8,81,0.91,0.44,0.699,0.3,Desktop,4,3348.75,2.93,1,291.14,0.23,0.76,0.86,89.54,0.24
C474,CMP13,In-Store,TP1205,2024-04-08 10:42:00,Retention,760,4,38,0.45,-0.44,0.325,0.433,Tablet,6,2174.37,8.17,1,392.99,0.51,0.81,0.19,11.41,0.61
C028,CMP09,Social,TP1206,2024-05-02 17:16:00,Retention,600,5,100,0.68,0.15,0.437,0.742,Desktop,1,714.32,1.97,1,133.32,0.27,0.22,0.35,28.55,0.49
C471,CMP06,Email,TP1207,2024-06-06 06:06:00,Awareness,605,0,164,0.47,-0.97,0.208,0.985,Mobile,7,3404.89,0.55,0,0.0,0.39,0.47,0.26,-1.0,0.82
C078,CMP12,In-Store,TP1208,2024-06-14 21:52:00,Conversion,1195,3,172,0.12,-0.05,0.671,0.034,Desktop,1,1117.14,3.7,1,147.37,0.72,0.77,0.37,19.08,0.04
C216,CMP02,Web,TP1209,2024-06-07 11:34:00,Consideration,932,3,57,0.06,-0.83,0.396,0.043,Mobile,3,2594.18,5.16,1,267.89,0.12,0.68,0.45,13.02,0.82
C386,CMP03,Social,TP1210,2024-03-11 11:56:00,Consideration,231,9,66,0.95,-0.14,0.133,0.428,Mobile,3,1600.32,7.2,1,376.06,0.96,0.59,0.51,63.8,0.14
C365,CMP03,Mobile,TP1211,2024-05-07 15:31:00,Conversion,236,7,30,0.61,-0.78,0.127,0.66,Tablet,7,4665.28,7.92,1,489.47,0.04,0.32,0.04,73.3,0.02
C154,CMP12,Mobile,TP1212,2024-05-23 17:30:00,Retention,444,7,10,0.1,0.91,0.322,0.386,Mobile,10,1218.61,6.8,1,286.09,0.81,0.61,0.06,14.38,0.6
C014,CMP15,Web,TP1213,2024-03-04 21:37:00,Retention,250,9,61,0.86,0.05,0.747,1.0,Desktop,0,2157.6,6.45,0,0.0,0.72,0.61,0.66,-1.0,0.26
C187,CMP09,In-Store,TP1214,2024-06-25 14:00:00,Consideration,787,5,191,0.52,0.83,0.026,0.195,Tablet,8,4801.52,6.82,1,177.35,0.28,0.43,0.44,76.65,0.71
C312,CMP08,Social,TP1215,2024-03-03 04:21:00,Consideration,1134,7,36,0.77,-0.96,0.258,0.008,Tablet,5,1661.75,3.08,0,0.0,0.12,0.96,0.09,-1.0,0.47
C371,CMP11,Web,TP1216,2024-05-01 16:13:00,Conversion,792,8,54,0.13,0.28,0.162,0.19,Desktop,3,3258.51,4.13,0,0.0,0.85,0.65,0.39,-1.0,0.61
C007,CMP16,In-Store,TP1217,2024-06-13 02:57:00,Retention,592,4,97,0.91,-0.39,0.956,0.887,Desktop,5,1651.96,6.36,0,0.0,0.68,0.85,0.48,-1.0,0.69
C003,CMP04,Social,TP1218,2024-03-13 02:42:00,Consideration,398,0,193,0.59,-0.14,0.705,0.145,Tablet,5,642.31,1.12,0,0.0,0.29,0.13,0.64,-1.0,0.93
C111,CMP01,Mobile,TP1219,2024-03-02 23:46:00,Retention,925,0,4,0.74,0.75,0.233,0.479,Mobile,8,3174.98,3.31,1,95.24,0.02,0.76,0.12,46.2,0.82
C407,CMP07,Social,TP1220,2024-05-16 18:53:00,Consideration,233,1,183,0.03,0.96,0.207,0.419,Tablet,10,4588.55,4.36,0,0.0,0.94,0.6,0.99,-1.0,0.5
C238,CMP02,Email,TP1221,2024-03-16 17:06:00,Conversion,1078,1,54,0.32,-0.51,0.858,0.666,Tablet,3,2317.57,5.57,1,137.35,0.4,0.31,0.47,31.09,0.44
C363,CMP05,Social,TP1222,2024-04-14 03:40:00,Retention,986,4,111,0.27,0.9,0.19,0.055,Tablet,7,3168.27,5.12,1,152.37,0.18,0.14,0.68,29.55,0.65
C239,CMP07,Email,TP1223,2024-06-02 09:40:00,Consideration,98,6,91,0.95,0.38,0.997,0.659,Mobile,0,3083.6,7.32,0,0.0,0.91,0.38,0.91,-1.0,0.73
C493,CMP04,Social,TP1224,2024-03-07 14:59:00,Consideration,545,6,89,0.19,0.9,0.282,0.355,Desktop,5,2133.94,5.0,0,0.0,0.36,0.44,0.03,-1.0,0.17
C274,CMP05,Email,TP1225,2024-04-09 18:42:00,Consideration,269,3,64,0.71,0.12,0.084,0.926,Desktop,4,3112.99,9.09,1,130.75,0.46,0.14,0.6,87.74,0.03
C294,CMP01,Mobile,TP1226,2024-04-06 01:41:00,Consideration,390,3,119,0.04,0.92,0.691,0.849,Desktop,2,1370.66,4.11,0,0.0,0.7,0.67,0.54,-1.0,0.45
C227,CMP01,In-Store,TP1227,2024-06-20 22:12:00,Conversion,1084,10,92,0.2,0.78,0.61,0.4,Mobile,3,1952.39,5.49,1,56.37,0.82,0.31,0.06,15.08,0.1
C371,CMP15,Email,TP1228,2024-06-12 08:42:00,Retention,736,9,150,0.34,-0.74,1.0,0.993,Mobile,7,2267.36,0.53,0,0.0,0.1,0.81,0.69,-1.0,0.27
C015,CMP19,Email,TP1229,2024-06-15 22:57:00,Retention,719,2,153,0.79,-0.38,0.802,0.052,Desktop,10,4333.64,3.45,1,290.36,0.9,0.65,0.22,55.35,0.58
C192,CMP10,Mobile,TP1230,2024-06-03 15:41:00,Awareness,686,10,81,0.79,-0.51,0.429,0.789,Desktop,10,1806.83,8.73,1,173.44,0.93,0.31,0.7,36.03,0.15
C473,CMP18,Email,TP1231,2024-04-25 11:56:00,Retention,373,1,59,0.95,0.14,0.677,0.434,Desktop,9,3212.17,3.67,0,0.0,0.26,0.36,0.36,-1.0,0.03
C119,CMP03,Web,TP1232,2024-03-06 11:09:00,Awareness,565,2,185,0.92,0.61,0.818,0.433,Desktop,10,1145.68,2.91,0,0.0,0.5,0.94,0.77,-1.0,0.55
C485,CMP11,Mobile,TP1233,2024-06-22 17:03:00,Consideration,384,7,182,0.08,0.52,0.514,0.17,Mobile,1,1337.59,5.66,0,0.0,0.86,0.95,0.94,-1.0,0.47
C028,CMP15,Web,TP1234,2024-05-12 06:49:00,Conversion,957,0,44,0.83,0.45,0.273,0.515,Desktop,7,3277.3,1.25,0,0.0,0.49,0.42,0.86,-1.0,0.31
C202,CMP11,Mobile,TP1235,2024-03-08 10:06:00,Conversion,1012,3,180,0.45,-0.25,0.21,0.085,Tablet,6,3835.32,5.55,1,488.43,0.48,0.68,0.48,83.42,0.47
C039,CMP17,Email,TP1236,2024-04-10 07:02:00,Consideration,134,6,76,0.87,-0.72,0.295,0.617,Desktop,0,2364.37,3.38,0,0.0,0.62,0.98,0.23,-1.0,0.68
C441,CMP17,Web,TP1237,2024-03-17 01:14:00,Awareness,991,4,144,0.09,-0.58,0.848,0.242,Mobile,1,1741.99,4.14,1,299.01,0.77,0.99,0.99,75.84,0.11
C273,CMP06,Email,TP1238,2024-06-18 17:47:00,Consideration,556,1,101,0.82,0.48,0.38,0.725,Tablet,6,4560.33,8.02,1,363.84,0.67,0.07,0.66,38.7,0.26
C231,CMP05,Mobile,TP1239,2024-04-21 21:03:00,Conversion,533,0,125,0.16,-0.7,0.287,0.607,Tablet,10,765.46,6.79,1,106.83,0.63,0.55,0.4,63.81,0.79
C086,CMP08,Email,TP1240,2024-06-29 19:05:00,Conversion,1138,5,16,0.33,-0.55,0.806,0.746,Tablet,10,3631.5,4.74,1,440.81,0.37,0.73,0.48,70.53,0.67
C474,CMP02,Web,TP1241,2024-04-07 10:25:00,Retention,960,4,55,0.03,-0.15,0.032,0.75,Mobile,2,3481.84,5.99,0,0.0,0.63,0.19,0.13,-1.0,0.27
C126,CMP16,Web,TP1242,2024-03-17 23:27:00,Awareness,738,2,189,0.12,-0.86,0.594,0.197,Desktop,1,3482.2,7.79,0,0.0,0.1,0.82,0.51,-1.0,0.4
C300,CMP12,Email,TP1243,2024-06-07 12:53:00,Retention,264,10,95,0.45,-0.57,0.874,0.001,Mobile,0,4683.56,7.58,1,270.9,0.41,0.47,0.17,38.86,0.12
C025,CMP06,Social,TP1244,2024-04-04 15:14:00,Conversion,1059,10,79,0.82,-0.7,0.41,0.366,Mobile,6,3668.13,2.26,1,442.72,0.19,0.5,0.37,37.16,0.25
C145,CMP01,Mobile,TP1245,2024-06-15 17:46:00,Conversion,523,10,77,0.77,0.9,0.269,0.919,Tablet,2,1577.67,3.36,0,0.0,0.54,0.27,0.49,-1.0,0.84
C013,CMP04,Mobile,TP1246,2024-06-09 15:47:00,Retention,907,8,40,0.24,-0.62,0.492,0.578,Tablet,5,1831.71,3.81,0,0.0,0.26,0.3,0.95,-1.0,0.44
C212,CMP17,Email,TP1247,2024-06-21 08:26:00,Retention,996,2,21,0.15,0.72,0.717,0.728,Mobile,9,2016.44,2.28,1,308.33,0.51,0.08,0.62,22.89,0.64
C025,CMP13,Social,TP1248,2024-06-27 02:51:00,Conversion,995,1,66,0.39,-0.77,0.517,0.88,Tablet,7,250.96,0.62,1,261.23,0.78,0.93,0.37,69.42,0.16
C068,CMP18,Web,TP1249,2024-04-14 21:34:00,Retention,993,4,136,0.88,0.74,0.008,0.906,Mobile,5,4576.2,2.15,1,248.21,0.43,0.38,0.11,29.89,0.18
C394,CMP05,In-Store,TP1250,2024-03-28 06:37:00,Retention,926,8,199,0.09,0.2,0.078,0.529,Tablet,6,460.41,8.18,0,0.0,0.22,0.16,0.75,-1.0,0.94
C067,CMP03,In-Store,TP1251,2024-03-09 11:14:00,Awareness,246,7,10,0.54,0.7,0.721,0.541,Desktop,10,3528.99,5.69,0,0.0,0.22,0.14,0.47,-1.0,0.84
C233,CMP11,Email,TP1252,2024-03-21 19:34:00,Conversion,652,5,185,0.09,0.73,0.4,0.851,Desktop,5,3677.79,3.75,0,0.0,0.91,0.41,0.07,-1.0,0.79
C109,CMP13,Social,TP1253,2024-06-14 00:50:00,Consideration,382,2,132,0.47,0.19,0.785,0.807,Desktop,6,4234.2,6.28,1,132.96,0.78,0.63,0.66,37.05,0.33
C146,CMP04,Social,TP1254,2024-05-22 22:22:00,Awareness,721,5,43,0.13,0.84,0.649,0.699,Tablet,4,2811.48,7.53,0,0.0,0.04,0.78,0.35,-1.0,0.56
C111,CMP14,Mobile,TP1255,2024-05-16 11:00:00,Consideration,704,4,105,0.08,0.17,0.582,0.604,Tablet,8,3653.8,3.87,1,73.12,0.94,0.92,0.4,15.49,0.49
C228,CMP11,Web,TP1256,2024-06-23 23:15:00,Retention,660,0,63,0.19,0.43,0.901,0.617,Desktop,2,1583.34,4.93,0,0.0,0.11,0.64,0.84,-1.0,0.96
C111,CMP10,Social,TP1257,2024-03-25 22:22:00,Retention,354,4,171,0.26,-0.17,0.021,0.363,Mobile,5,3753.36,1.11,1,473.48,0.65,0.42,0.14,95.37,0.24
C470,CMP19,In-Store,TP1258,2024-05-31 14:15:00,Consideration,930,6,195,0.28,0.83,0.155,0.841,Mobile,8,1782.74,6.17,0,0.0,0.55,0.42,0.34,-1.0,0.95
C034,CMP18,Web,TP1259,2024-06-15 23:37:00,Retention,1198,8,82,0.65,0.65,0.624,0.618,Desktop,0,4523.91,3.89,1,264.98,0.05,0.57,0.36,89.17,0.71
C111,CMP06,Web,TP1260,2024-03-11 02:14:00,Retention,337,0,51,0.05,-0.67,0.066,0.224,Tablet,4,900.57,4.62,1,419.95,0.3,0.54,0.0,92.04,0.41
C264,CMP15,Email,TP1261,2024-03-01 06:00:00,Awareness,683,2,56,0.08,0.15,0.645,0.24,Mobile,3,1647.21,4.51,1,230.32,0.78,0.64,0.85,66.34,0.27
C424,CMP10,Social,TP1262,2024-04-18 08:28:00,Consideration,314,7,171,0.19,0.79,0.984,0.862,Mobile,8,2543.97,6.51,0,0.0,0.31,0.5,0.84,-1.0,0.76
C369,CMP05,Email,TP1263,2024-03-26 22:44:00,Awareness,421,5,152,0.87,0.59,0.879,0.626,Mobile,10,3901.67,5.94,0,0.0,0.48,0.06,0.66,-1.0,0.82
C236,CMP05,Social,TP1264,2024-06-15 19:37:00,Consideration,389,4,34,0.63,0.93,0.591,0.399,Tablet,10,3769.12,4.51,1,83.34,0.7,0.5,0.9,48.45,0.36
C083,CMP10,Mobile,TP1265,2024-06-05 06:11:00,Awareness,798,9,59,0.73,-0.54,0.894,0.187,Mobile,0,1132.51,0.66,1,333.25,0.07,0.02,0.27,54.61,0.17
C042,CMP05,Email,TP1266,2024-06-03 21:19:00,Conversion,826,1,130,0.37,-0.27,0.116,0.61,Mobile,3,806.75,6.4,1,74.12,0.83,0.18,0.22,97.51,0.49
C425,CMP03,Email,TP1267,2024-06-27 18:16:00,Conversion,961,2,130,0.21,0.01,0.455,0.184,Desktop,0,1589.45,8.86,1,117.14,0.04,0.39,0.07,94.74,0.47
C101,CMP06,In-Store,TP1268,2024-04-05 02:00:00,Consideration,194,1,138,0.04,-0.53,0.429,0.47,Tablet,2,2470.4,7.81,1,303.28,0.26,0.55,0.59,70.42,0.73
C006,CMP04,Email,TP1269,2024-06-22 20:46:00,Conversion,762,0,151,0.49,-0.21,0.336,0.678,Desktop,3,2741.12,9.83,1,186.73,0.76,0.18,0.5,80.72,0.97
C180,CMP18,Social,TP1270,2024-04-09 00:19:00,Awareness,610,6,143,0.57,0.08,0.0,0.565,Mobile,0,2202.77,1.82,1,497.26,0.91,0.28,0.81,38.69,0.53
C282,CMP09,In-Store,TP1271,2024-03-14 03:04:00,Consideration,850,2,118,0.9,-0.62,0.891,0.922,Tablet,4,3349.14,2.61,1,103.3,0.76,0.37,0.48,47.47,0.73
C320,CMP17,Email,TP1272,2024-05-26 12:59:00,Conversion,153,6,128,0.88,-0.49,0.778,0.04,Tablet,5,2195.04,5.62,1,394.0,0.23,0.2,0.2,23.43,0.35
C226,CMP13,Email,TP1273,2024-06-28 14:05:00,Conversion,373,6,17,0.42,-0.75,0.653,0.28,Desktop,0,4737.01,2.74,0,0.0,0.99,1.0,0.81,-1.0,0.6
C443,CMP15,Mobile,TP1274,2024-04-02 22:18:00,Consideration,553,7,82,0.42,0.43,0.129,0.057,Desktop,9,1378.75,0.83,1,322.84,0.41,0.8,0.46,43.88,0.12
C440,CMP17,Email,TP1275,2024-05-16 05:14:00,Conversion,1105,0,14,0.16,-0.28,0.378,0.195,Tablet,10,3174.12,4.32,1,405.83,0.38,0.81,0.96,77.9,0.81
C315,CMP13,Web,TP1276,2024-05-19 23:22:00,Conversion,158,4,81,0.26,-0.56,0.924,0.124,Tablet,9,3095.75,3.23,1,151.56,0.87,0.57,0.53,52.62,0.34
C365,CMP16,In-Store,TP1277,2024-06-20 09:53:00,Consideration,1188,9,123,0.93,0.01,0.617,0.733,Desktop,3,1479.72,3.01,1,285.16,0.07,0.96,0.12,86.44,0.08
C454,CMP04,Web,TP1278,2024-06-13 08:48:00,Conversion,686,8,16,0.14,-0.86,0.603,0.369,Mobile,3,2117.27,9.56,0,0.0,0.56,0.73,0.85,-1.0,0.99
C229,CMP05,In-Store,TP1279,2024-03-17 16:55:00,Conversion,1180,10,32,0.97,0.85,0.913,0.925,Tablet,0,1890.82,2.77,1,252.73,0.97,0.33,0.88,37.07,0.9
C377,CMP05,Mobile,TP1280,2024-06-16 12:29:00,Conversion,767,6,23,0.5,-0.41,0.56,0.023,Mobile,1,945.25,1.73,1,249.22,0.1,0.61,0.45,73.68,0.2
C289,CMP09,Email,TP1281,2024-04-13 13:09:00,Conversion,968,0,102,0.46,0.77,0.598,0.653,Desktop,10,2438.75,1.69,1,437.07,0.54,0.54,0.03,82.52,0.36
C437,CMP17,Email,TP1282,2024-04-24 18:28:00,Retention,100,7,162,0.17,-0.0,0.346,0.971,Tablet,9,1994.65,8.16,1,495.51,0.13,0.58,0.03,92.33,0.94
C150,CMP13,Email,TP1283,2024-03-02 03:18:00,Consideration,302,2,98,0.66,0.7,0.371,0.176,Desktop,4,973.76,7.29,1,187.42,0.89,0.82,0.35,60.61,0.8
C277,CMP02,In-Store,TP1284,2024-03-07 14:46:00,Retention,1056,3,144,0.46,-0.51,0.686,0.442,Tablet,1,2304.41,1.73,0,0.0,0.59,0.51,0.72,-1.0,0.91
C198,CMP13,Email,TP1285,2024-06-28 05:02:00,Retention,51,3,162,0.37,-0.65,0.32,0.702,Tablet,2,2167.04,2.59,1,329.46,0.23,0.73,0.33,97.1,0.56
C070,CMP19,Web,TP1286,2024-06-10 15:01:00,Awareness,195,9,104,0.26,0.7,0.559,0.633,Desktop,8,743.69,7.6,1,324.33,0.31,0.25,0.01,60.16,0.24
C112,CMP03,Email,TP1287,2024-06-03 06:29:00,Retention,904,7,126,0.07,-0.57,0.279,0.566,Desktop,4,742.82,3.11,1,383.04,0.52,0.93,0.85,22.07,0.23
C004,CMP10,Mobile,TP1288,2024-04-12 06:35:00,Retention,527,0,199,0.52,0.49,0.166,0.327,Mobile,0,3272.79,9.82,0,0.0,0.73,0.09,0.97,-1.0,0.53
C350,CMP02,Web,TP1289,2024-06-01 23:51:00,Awareness,463,7,161,0.31,-0.31,0.454,0.728,Desktop,4,3562.25,5.64,0,0.0,0.49,0.99,0.35,-1.0,0.92
C331,CMP13,Email,TP1290,2024-04-08 03:28:00,Conversion,787,8,68,0.71,0.5,0.217,0.653,Desktop,2,4711.78,2.32,0,0.0,0.19,0.63,0.07,-1.0,0.63
C446,CMP19,Email,TP1291,2024-04-13 04:54:00,Conversion,263,8,171,0.72,0.82,0.898,0.163,Mobile,0,526.32,8.66,0,0.0,0.71,0.47,0.29,-1.0,0.03
C318,CMP17,Social,TP1292,2024-06-01 18:25:00,Retention,866,4,64,0.33,0.96,0.304,0.964,Desktop,2,677.52,3.54,1,476.42,0.12,0.31,0.8,31.86,0.56
C350,CMP14,In-Store,TP1293,2024-04-06 18:52:00,Awareness,692,3,71,0.67,-0.28,0.597,0.556,Mobile,10,353.91,3.24,1,143.5,0.81,0.41,0.54,28.3,0.61
C095,CMP12,Web,TP1294,2024-03-30 02:58:00,Conversion,754,3,18,0.26,-0.26,0.263,0.525,Mobile,5,2707.92,3.61,0,0.0,0.4,0.78,0.38,-1.0,0.58
C152,CMP12,Social,TP1295,2024-04-12 06:48:00,Awareness,405,8,196,0.73,0.96,0.258,0.848,Desktop,9,3151.46,7.8,0,0.0,0.65,0.14,0.33,-1.0,0.69
C311,CMP11,Mobile,TP1296,2024-06-29 08:52:00,Consideration,759,7,113,0.02,0.72,0.351,0.64,Mobile,4,2077.26,2.15,1,144.96,0.34,0.25,0.12,68.2,0.29
C137,CMP07,In-Store,TP1297,2024-04-10 09:12:00,Consideration,332,9,125,0.15,-0.91,0.916,0.074,Mobile,0,4009.72,4.13,0,0.0,0.67,0.12,0.34,-1.0,0.14
C247,CMP04,Web,TP1298,2024-05-18 21:04:00,Consideration,434,9,127,0.25,0.15,0.391,0.507,Mobile,10,3464.83,0.79,1,347.19,0.89,0.43,0.47,93.0,0.75
C387,CMP19,Email,TP1299,2024-06-01 02:26:00,Consideration,737,6,61,0.77,-0.64,0.821,0.781,Desktop,1,4930.62,8.35,0,0.0,0.7,0.39,0.67,-1.0,0.2
C243,CMP01,Web,TP1300,2024-03-27 07:31:00,Retention,946,2,75,0.07,0.99,0.197,0.7,Desktop,4,775.69,3.74,0,0.0,0.67,0.65,0.26,-1.0,0.11
C031,CMP03,Email,TP1301,2024-05-23 09:12:00,Consideration,50,3,107,0.19,-0.72,0.048,0.971,Mobile,8,385.75,2.86,0,0.0,0.76,1.0,0.9,-1.0,0.36
C040,CMP13,In-Store,TP1302,2024-05-02 02:53:00,Consideration,286,8,148,0.36,0.12,0.782,0.025,Desktop,10,1446.54,6.01,0,0.0,0.5,0.89,0.48,-1.0,0.83
C229,CMP15,Email,TP1303,2024-03-08 08:29:00,Awareness,428,7,139,0.01,0.33,0.542,0.261,Tablet,4,193.35,7.2,0,0.0,0.22,0.88,0.41,-1.0,0.08
C036,CMP02,Mobile,TP1304,2024-05-25 20:11:00,Conversion,80,0,174,0.76,0.87,0.504,0.549,Mobile,4,4669.8,8.22,0,0.0,0.82,0.65,0.59,-1.0,0.2
C408,CMP11,Email,TP1305,2024-03-11 01:49:00,Awareness,476,2,192,0.56,0.69,0.272,0.619,Tablet,0,1589.36,3.8,1,120.68,0.65,0.27,0.17,86.24,0.48
C223,CMP04,Mobile,TP1306,2024-04-10 01:33:00,Retention,856,9,81,0.9,-0.51,0.072,0.274,Desktop,4,2806.91,8.22,1,128.22,0.31,0.38,0.11,18.32,0.29
C006,CMP19,In-Store,TP1307,2024-03-03 15:50:00,Consideration,624,1,106,0.03,0.15,0.483,0.827,Tablet,7,1658.54,4.92,1,83.78,0.28,0.25,0.35,75.21,0.72
C322,CMP17,In-Store,TP1308,2024-05-07 22:56:00,Conversion,847,1,28,0.27,0.91,0.867,0.164,Desktop,8,1304.46,1.46,1,51.2,0.5,0.14,0.04,27.14,0.67
C468,CMP03,Web,TP1309,2024-06-22 19:24:00,Conversion,665,7,176,0.73,0.47,0.12,0.001,Desktop,9,846.59,8.54,0,0.0,0.21,0.44,0.38,-1.0,0.84
C220,CMP18,Mobile,TP1310,2024-03-30 17:41:00,Consideration,1102,5,163,0.68,0.38,0.929,0.952,Mobile,2,1669.79,5.7,1,252.73,0.88,0.9,0.67,34.16,0.2
C075,CMP08,Mobile,TP1311,2024-03-11 16:25:00,Consideration,1171,5,8,0.24,0.51,0.275,0.392,Tablet,3,3115.55,6.22,0,0.0,0.79,0.74,0.81,-1.0,0.65
C004,CMP19,Social,TP1312,2024-06-28 22:55:00,Retention,804,3,91,0.6,-0.35,0.532,0.957,Mobile,6,4860.94,9.41,0,0.0,0.31,0.98,0.58,-1.0,0.77
C335,CMP05,Social,TP1313,2024-04-21 15:19:00,Retention,1002,0,150,0.79,0.46,0.067,0.278,Tablet,6,2834.65,5.81,0,0.0,0.05,0.19,0.69,-1.0,0.06
C134,CMP07,Social,TP1314,2024-06-17 01:23:00,Consideration,426,10,121,0.03,-0.53,0.425,0.063,Desktop,0,2710.27,0.55,1,317.22,0.05,0.5,0.83,70.63,0.04
C118,CMP08,Email,TP1315,2024-03-31 01:56:00,Consideration,712,6,152,0.72,-0.14,0.126,0.773,Desktop,10,272.79,8.77,0,0.0,0.3,0.79,0.77,-1.0,0.56
C369,CMP05,Social,TP1316,2024-05-17 03:48:00,Consideration,1080,7,66,0.25,0.78,0.048,0.836,Mobile,5,4216.49,3.21,0,0.0,0.15,0.46,0.32,-1.0,0.59
C094,CMP17,Mobile,TP1317,2024-03-13 03:34:00,Consideration,740,1,95,0.95,-0.96,0.967,0.492,Tablet,8,319.72,5.27,0,0.0,0.87,0.36,0.57,-1.0,0.39
C486,CMP05,Email,TP1318,2024-06-16 21:54:00,Conversion,1150,1,64,0.54,-0.17,0.73,0.074,Tablet,4,4540.54,2.45,0,0.0,0.42,0.82,0.26,-1.0,0.04
C435,CMP04,In-Store,TP1319,2024-05-11 01:05:00,Retention,558,0,65,0.03,-0.47,0.719,0.654,Desktop,7,2739.49,3.32,1,181.07,0.35,0.43,0.58,64.26,0.4
C062,CMP19,Web,TP1320,2024-03-31 21:09:00,Consideration,714,3,125,0.4,-0.6,0.091,0.182,Mobile,10,925.49,7.02,0,0.0,0.22,0.91,0.43,-1.0,0.64
C441,CMP02,Social,TP1321,2024-06-16 20:41:00,Consideration,642,5,14,0.97,0.68,0.929,0.849,Desktop,9,2313.37,4.58,1,154.16,0.84,0.27,0.37,88.63,0.7
C194,CMP11,In-Store,TP1322,2024-05-13 22:02:00,Conversion,215,4,25,0.73,0.39,0.469,0.274,Desktop,10,4975.42,6.46,0,0.0,0.79,0.9,0.18,-1.0,0.49
C335,CMP13,Mobile,TP1323,2024-04-01 19:09:00,Awareness,725,3,100,0.3,-0.77,0.852,0.848,Mobile,8,1594.91,8.32,1,368.13,0.38,0.28,0.56,26.93,0.53
C203,CMP15,Web,TP1324,2024-03-29 08:51:00,Consideration,244,3,105,0.58,-0.01,0.013,0.427,Tablet,9,1420.35,3.74,1,366.34,0.17,0.29,0.73,78.55,0.67
C392,CMP12,In-Store,TP1325,2024-06-23 13:33:00,Conversion,245,9,131,0.6,-0.07,0.298,0.596,Tablet,9,678.23,5.9,1,254.31,0.95,0.42,0.57,75.19,0.45
